Power,Untitled 1
1.621243968,-500
1.598998084,-500
1.60963742,-500
1.616407906,-500
1.630916092,-500
1.679276709,-500
1.679276709,-500
1.711194716,-500
1.702489805,-500
1.690883257,-173.5522
1.690883257,-173.5522
1.643489852,-173.5522
1.661866886,-83.9522
1.639621003,-75.4189
1.634784941,-66.8855
1.641555427,-7.1522
1.6550964,-0.4931
1.675407859,-0.4909
1.699588168,-0.4568
1.694752106,-0.4568
1.661866886,-0.4376
1.63865379,-0.4205
1.60963742,-0.4184
1.587391536,-0.4013
1.596096447,-0.3978
1.586424324,-0.385
1.604801358,-0.3834
1.619309543,-0.3722
1.64252264,-0.3706
1.667670161,-0.3578
1.675407859,-0.3546
1.68798162,-0.345
1.669604585,-0.3418
1.637686578,-0.329
1.636719366,-0.3258
1.631883304,-0.2703
1.623178393,-0.2681
1.645424277,-0.2617
1.644457064,-0.2596
1.650260338,-0.2532
1.678309496,-0.2511
1.692817681,-0.2425
1.67153901,-0.2415
1.676375072,-0.234
1.64252264,-0.2329
1.641555427,-0.2265
1.606735783,-0.2244
1.611571845,-0.218
1.625112818,-0.2169
1.629948879,-0.2095
1.640588215,-0.2084
1.679276709,-0.202
1.67153901,-0.2009
1.689916044,-0.1993
1.678309496,-0.1986
1.651227551,-0.1948
1.640588215,-0.1935
1.585457112,-0.1929
1.569981714,-0.1922
1.585457112,-0.1916
1.598998084,-0.1903
1.617375119,-0.1897
1.664768524,-0.189
1.672506222,-0.1846
1.678309496,-0.1839
1.699588168,-0.1794
1.685079983,-0.1788
1.657030825,-0.1743
1.654129188,-0.1737
1.621243968,-0.173
1.598998084,-0.1724
1.60963742,-0.1711
1.616407906,-0.1705
1.630916092,-0.1698
1.679276709,-0.1686
1.679276709,-0.1647
1.711194716,-0.1641
1.702489805,-0.1628
1.690883257,-0.1622
1.690883257,-0.1583
1.643489852,-0.157
1.661866886,-0.1532
1.639621003,-0.1526
1.634784941,-0.1513
1.641555427,-0.1506
1.6550964,-0.15
1.675407859,-0.1487
1.699588168,-0.1481
1.694752106,-0.1474
1.661866886,-0.143
1.63865379,-0.1423
1.60963742,-0.1417
1.587391536,-0.141
1.596096447,-0.1398
1.586424324,-0.1391
1.604801358,-0.1346
1.619309543,-0.134
1.64252264,-0.1327
1.667670161,-0.1321
1.675407859,-0.1142
1.68798162,-0.1129
1.669604585,-0.109
1.637686578,-0.1078
1.636719366,-0.1039
1.631883304,-0.1033
1.623178393,-0.102
1.645424277,-0.1014
1.644457064,-0.1007
1.650260338,-0.0994
1.678309496,-0.0988
1.692817681,-0.0982
1.67153901,-0.0937
1.676375072,-0.093
1.64252264,-0.0924
1.641555427,-0.0911
1.606735783,-0.0905
1.611571845,-0.0898
1.625112818,-0.0892
1.629948879,-0.0879
1.640588215,-0.0841
1.679276709,-0.0834
1.67153901,-0.0822
1.689916044,-0.0815
1.678309496,-0.0809
1.651227551,-0.0796
1.640588215,-0.079
1.585457112,-0.0783
1.569981714,-0.0738
1.585457112,-0.0732
1.598998084,-0.0726
1.617375119,-0.0713
1.664768524,-0.0502
1.672506222,-0.0496
1.678309496,-0.0483
1.647358701,-0.0481
1.64252264,-0.0477
1.635752153,-0.0475
1.668637373,-0.0473
1.708293079,-0.0469
1.803079888,-0.0466
1.918178157,-0.0464
2.086473104,-0.0449
2.245095928,-0.0447
2.387276143,-0.0432
2.552669453,-0.043
2.660997235,-0.0415
2.778997141,-0.0413
2.938587177,-0.04
3.020800226,-0.0396
3.123324734,-0.0379
3.239390215,-0.0375
3.337078662,-0.0362
3.464750691,-0.0358
3.590488295,-0.0345
3.69978329,-0.0341
3.805209435,-0.0328
3.915471642,-0.0326
4.001553541,-0.0311
4.113750172,-0.0309
4.161143577,-0.0294
4.253995962,-0.0291
