Power,Untitled 1,Untitled
0.630027382,-500,
0.633642653,-500,
0.618096989,-500,
0.620989206,-500,
0.619543098,-500,
0.621350733,-500,
0.621350733,-500,
0.631111963,-500,
0.630750436,-500,
0.648826789,-500,
0.648826789,-500,
0.658226492,-500,
0.656418857,-500,
0.669072303,-500,
0.657864965,-500,
0.658949546,-500,
0.646657626,-500,
0.645211518,-500,
0.641234721,-500,
0.633642653,-500,
0.630388909,-500,
0.628219747,-500,
0.630027382,-500,
0.644849991,-500,
0.623158368,-500,
0.641234721,-500,
0.647019153,-500,
0.646657626,-500,
0.660757181,-500,
0.65605733,-500,
0.670879938,-500,
0.667626195,-500,
0.674133682,-500,
0.661480235,-500,
0.665457033,-500,
0.649549843,-500,
0.651719005,-500,
0.639065558,-500,
0.632558071,-500,
0.636534869,-500,
0.635088761,-500,
0.628942801,-500,
0.633281126,-500,
0.623158368,-500,
0.644849991,-500,
0.638704031,-500,
0.641234721,-500,
0.649188316,-500,
0.635811815,-500,
0.64376541,-500,
0.630388909,-500,
0.646296099,-500,
0.639788612,-500,
0.642319302,-500,
0.637980977,-500,
0.64015014,-500,
0.638342504,-500,
0.63761945,-500,
0.630388909,-500,
0.639427085,-500,
0.624604476,-500,
0.639427085,-500,
0.638704031,-500,
0.639065558,-500,
0.661841762,-500,
0.657141911,-500,
0.665095506,-500,
0.677387425,-500,
0.664733979,-500,
0.666180087,-500,
0.669072303,-500,
0.650995951,-500,
0.653888167,-500,
0.639788612,-500,
0.644849991,-500,
0.63147349,-500,
0.63400418,-500,
0.618458516,-500,
0.623158368,-500,
0.613758665,-500,
0.620989206,-500,
0.635088761,-500,
0.628219747,-500,
0.634727234,-500,
0.637257923,-500,
0.648103735,-500,
0.654611221,-500,
0.658226492,-500,
0.654972748,-500,
0.66328787,-500,
0.659311073,-500,
0.662926343,-500,
0.650634424,-500,
0.659311073,-500,
0.63761945,-500,
0.640511667,-500,
0.630750436,-500,
0.634727234,-500,
0.631111963,-500,
0.641957775,-500,
0.627496693,-500,
0.63147349,-500,
0.64015014,-500,
0.642680829,-500,
0.644488464,-500,
0.647019153,-500,
0.627496693,-500,
0.636173342,-500,
0.550129901,-500,
0.634365707,-500,
0.638704031,-500,
0.622435314,-500,
0.623158368,-500,
0.608335759,-500,
0.62171226,-500,
0.615204773,-500,
0.618096989,-500,
0.62532753,-500,
0.632558071,-500,
0.636896396,-500,
0.639065558,-500,
0.639788612,-500,
0.636896396,-500,
0.637980977,-500,
0.639788612,-500,
0.641234721,-500,
0.643403883,-500,
0.644488464,-500,
0.647019153,-500,
0.648826789,-500,
0.643403883,-500,
0.647742208,-500,
0.625689057,-500,
0.635088761,-500,
0.62785822,-500,
0.620989206,-500,
0.628219747,-500,
0.62532753,-500,
0.617735462,-500,
0.62785822,-500,
0.622073787,-500,
0.628219747,-500,
0.635088761,-500,
0.63400418,-500,
0.636534869,-500,
0.637257923,-500,
0.623519895,-500,
0.617735462,-500,
0.614481719,-500,
0.601105218,-500,
0.599297582,-500,
0.603997434,-500,
0.601828272,-500,
0.601828272,-500,
0.599659109,-500,
0.603997434,-500,
0.608335759,-500,
0.609058813,-500,
0.626773639,-500,
0.633642653,-500,
0.637257923,-500,
0.64376541,-500,
0.63761945,-500,
0.620627679,-500,
0.636534869,-500,
0.633281126,-500,
0.624604476,-500,
0.622435314,-500,
0.611951029,-500,
0.620989206,-500,
0.623158368,-500,
0.620627679,-500,
0.623881422,-500,
0.624966003,-500,
0.62785822,-500,
0.636173342,-500,
0.643042356,-500,
0.645573045,-500,
0.642319302,-500,
0.637257923,-500,
0.638704031,-500,
0.628581274,-500,
0.630027382,-500,
0.624604476,-500,
0.630750436,-500,
0.613758665,-500,
0.624604476,-500,
0.612312556,-500,
0.619543098,-500,
0.611589502,-500,
0.608335759,-500,
0.611951029,-500,
0.60942034,-500,
0.611589502,-500,
0.614120192,-500,
0.612312556,-500,
0.618820043,-500,
0.622435314,-500,
0.630027382,-500,
0.628581274,-500,
0.620627679,-500,
0.62785822,-500,
0.627496693,-500,
0.631111963,-500,
0.630027382,-500,
0.631835017,-500,
0.631111963,-500,
0.630750436,-500,
0.611589502,-500,
0.620989206,-500,
0.619543098,-500,
0.630027382,-500,
0.63147349,-500,
0.633642653,-500,
0.636173342,-500,
0.637257923,-500,
0.641596248,-500,
0.634727234,-500,
0.638704031,-500,
0.631111963,-500,
0.626412112,-500,
0.623881422,-500,
0.624604476,-500,
0.618458516,-500,
0.62171226,-500,
0.606166596,-500,
0.607974232,-500,
0.60327438,-500,
0.616289354,-500,
0.607612705,-500,
0.620266152,-500,
0.62532753,-500,
0.638704031,-500,
0.639065558,-500,
0.645934572,-500,
0.643403883,-500,
0.642680829,-500,
0.648465262,-500,
0.643403883,-500,
0.636896396,-500,
0.632558071,-500,
0.632919599,-500,
0.628219747,-500,
0.634727234,-500,
0.63761945,-500,
0.64738068,-500,
0.628219747,-500,
0.641596248,-500,
0.630388909,-500,
0.652080532,-500,
0.647742208,-500,
0.644488464,-500,
0.640873194,-500,
0.64738068,-500,
0.64015014,-500,
0.641957775,-500,
0.632196544,-500,
0.634727234,-500,
0.628581274,-500,
0.629665855,-500,
0.631835017,-500,
0.629304328,-500,
0.631835017,-500,
0.621350733,-500,
0.630027382,-500,
0.619904625,-500,
0.638704031,-500,
0.622796841,-500,
0.630750436,-500,
0.622073787,-500,
0.635450288,-500,
0.634727234,-500,
0.641234721,-500,
0.653888167,-500,
0.64738068,-500,
0.655695803,-500,
0.654249694,-500,
0.66328787,-500,
0.658226492,-500,
0.65605733,-500,
0.638342504,-500,
0.643403883,-500,
0.616289354,-500,
0.63147349,-500,
0.616289354,-500,
0.616289354,-500,
0.603997434,-500,
0.623519895,-500,
0.631111963,-500,
0.637980977,-500,
0.631111963,-500,
0.638704031,-500,
0.636896396,-500,
0.642319302,-500,
0.645211518,-500,
0.639427085,-500,
0.635811815,-500,
0.6155663,-500,
0.620266152,-500,
0.607974232,-500,
0.613035611,-500,
0.618096989,-500,
0.606166596,-500,
0.600020636,-500,
0.615927827,-500,
0.617012408,-500,
0.623881422,-500,
0.620266152,-500,
0.634727234,-500,
0.631835017,-500,
0.645934572,-500,
0.63761945,-500,
0.64015014,-500,
0.630027382,-500,
0.62785822,-500,
0.620266152,-500,
0.614120192,-500,
0.626773639,-500,
0.614120192,-500,
0.623519895,-500,
0.614843246,-500,
0.620627679,-500,
0.632558071,-500,
0.634727234,-500,
0.626412112,-500,
0.641234721,-500,
0.637257923,-500,
0.648103735,-500,
0.639788612,-500,
0.660395654,-500,
0.640511667,-500,
0.648465262,-500,
0.640873194,-500,
0.643403883,-500,
0.639427085,-500,
0.634365707,-500,
0.634727234,-500,
0.636534869,-500,
0.637980977,-500,
0.63761945,-500,
0.644488464,-500,
0.632196544,-500,
0.636173342,-500,
0.627496693,-500,
0.640511667,-500,
0.630027382,-500,
0.638704031,-500,
0.629665855,-500,
0.635088761,-500,
0.641596248,-500,
0.636173342,-500,
0.636896396,-500,
0.625689057,-500,
0.627496693,-500,
0.624966003,-500,
0.6155663,-500,
0.619904625,-500,
0.610143394,-500,
0.610866448,-500,
0.614481719,-500,
0.615204773,-500,
0.625689057,-500,
0.620266152,-500,
0.633642653,-500,
0.629304328,-500,
0.643042356,-500,
0.643403883,-500,
0.640873194,-500,
0.642319302,-500,
0.632919599,-500,
0.63147349,-500,
0.627496693,-500,
0.614481719,-500,
0.63147349,-500,
0.619543098,-500,
0.624242949,-500,
0.624604476,-500,
0.621350733,-500,
0.635450288,-500,
0.631111963,-500,
0.639788612,-500,
0.64376541,-500,
0.648103735,-500,
0.651719005,-500,
0.65605733,-500,
0.649549843,-500,
0.650634424,-500,
0.626412112,-500,
0.63761945,-500,
0.631835017,-500,
0.628942801,-500,
0.620989206,-500,
0.608335759,-500,
0.613397138,-500,
0.609058813,-500,
0.61918157,-500,
0.615204773,-500,
0.626050585,-500,
0.62532753,-500,
0.632196544,-500,
0.636173342,-500,
0.638704031,-500,
0.623158368,-500,
0.641596248,-500,
0.633281126,-500,
0.636896396,-500,
0.638704031,-29.0161,
0.645934572,-29.0161,
0.635088761,-29.0161,
0.623881422,-29.0161,
0.625689057,-29.0161,
0.632919599,-29.0161,
0.632558071,-29.0161,
0.63400418,-29.0161,
0.652442059,-29.0161,
0.64376541,-29.0161,
0.665095506,-29.0161,
0.65352664,-29.0161,
0.662926343,-29.0161,
0.676664371,-29.0161,
0.70486348,-29.0161,
0.726916628,-29.0161,
0.752946574,-21.7628,
0.764153911,0,
0.76921529,0,
0.788014694,0,
0.79090691,0,
0.784037897,0,
0.795968288,0,
0.785845532,0,
0.794160653,0,
0.801391193,0,
0.786207059,0,
0.802114247,0,
0.799583558,0,
0.810067841,0,
0.811875477,0,
0.820913651,0,
0.837543893,0,
0.841882217,0,
0.862489256,0,
0.879481024,0,
0.880204078,0,
0.615204773,0,
0.887434617,0,
0.89430363,0,
0.884903929,0,
0.895388211,0,
0.887434617,0,
0.877311862,0,
0.880927132,0,
0.883096294,0,
0.893942103,0,
0.889603779,0,
0.894665157,0,
0.897195846,0,
0.914910667,0,
0.897557373,0,
0.915995248,0,
0.903703331,0,
0.907318601,0,
0.902980277,0,
0.905872493,0,
0.892495995,0,
0.886350036,0,
0.878396443,0,
0.877673389,0,
0.872250484,0,
0.878396443,0,
0.880927132,0,
0.883457821,0,
0.873335065,0,
0.889965306,0,
0.905149439,0,
0.904426385,0,
0.905872493,0,
0.902257223,0,
0.913826087,0,
0.908764709,0,
0.908403182,0,
0.900811116,0,
0.906957074,0,
0.897195846,0,
0.902257223,0,
0.897195846,0,
0.901895696,0,
0.895388211,0,
0.895026684,0,
0.891772941,0,
0.889242252,0,
0.89068836,0,
0.888880725,0,
0.883819348,0,
0.885626982,0,
0.894665157,0,
0.892134468,0,
0.898641954,0,
0.888519198,0,
0.904426385,0,
0.908041655,0,
0.91816441,0,
0.903341804,0,
0.998784922,0,
0.888157671,0,
0.887434617,0,
0.882734767,0,
0.891049887,0,
0.897195846,0,
0.902257223,0,
0.905149439,0,
0.897557373,0,
0.90984929,0,
0.910572344,0,
0.92539495,0,
0.911656925,0,
0.711370966,0,
0.910933871,0,
0.912741506,0,
0.895388211,0,
0.889242252,0,
0.886711563,0,
0.891049887,0,
0.880927132,0,
0.881650186,0,
0.870081322,0,
0.886350036,0,
0.880204078,0,
0.894665157,0,
0.917079829,0,
0.90984929,0,
0.928648692,0,
0.932625489,0,
0.935879232,0,
0.926118004,0,
0.926841057,0,
0.924310369,0,
0.914187614,0,
0.901895696,0,
0.901534169,0,
0.897195846,0,
0.907318601,0,
0.900449589,0,
0.91346456,0,
0.910210817,0,
0.924310369,0,
0.91816441,0,
0.927202584,0,
0.920333572,0,
0.918525937,0,
0.908041655,0,
0.896472792,0,
0.881288659,0,
0.862489256,0.5547,
0.853451081,1.4421,
0.842243744,2.7733,
0.838990001,2.9952,
0.836459312,3.4389,
0.84152069,4.1045,
0.845497487,4.7701,
0.858512459,5.4357,
0.837543893,6.1013,
0.858512459,6.9888,
0.847305122,7.6544,
0.857066351,8.32,
0.848028176,8.9856,
0.852728027,9.6512,
0.83429015,10.3168,
0.854897189,10.9824,
0.857789405,11.648,
0.865019944,12.5355,
0.862850783,13.2011,
0.866104525,13.8667,
0.864296891,14.5323,
0.859958567,15.1979,
0.865381471,15.8635,
0.859235513,16.5291,
0.860681621,17.1947,
0.835013204,18.0821,
0.857066351,18.7477,
0.845859014,19.4133,
0.848028176,20.0789,
0.831759461,20.7445,
0.842243744,21.4101,
0.832844042,22.0757,
0.837543893,22.7413,
0.841882217,20.0224,
0.838266947,19,
0.840797636,19,
0.848028176,-451.9839,
0.841882217,-451.9839,
0.840436109,-473.7439,
0.825251975,-495.5039,
0.824528921,-500,
0.832844042,-500,
0.813321585,-500,
0.79813745,-500,
0.773553614,-500,
0.759092533,-500,
0.717878453,-500,
0.704501953,-500,
0.690763925,-500,
0.675941317,-500,
0.664733979,-500,
0.666180087,-500,
0.666180087,-500,
0.66943383,-500,
0.674133682,-500,
0.684617966,-500,
0.666541614,-500,
0.660034127,-500,
0.649549843,-500,
0.642680829,-500,
0.633281126,-500,
0.623881422,-500,
0.639427085,-500,
0.626050585,-500,
0.622073787,-500,
0.622073787,-500,
0.630388909,-500,
0.627135166,-500,
0.634365707,-500,
0.618820043,-500,
0.636534869,-500,
0.635088761,-500,
0.64015014,-500,
0.640511667,-500,
0.647019153,-500,
0.643042356,-500,
0.649188316,-500,
0.65352664,-500,
0.654611221,-500,
0.661118708,-500,
0.641957775,-500,
0.649549843,-500,
0.642680829,-500,
0.639788612,-500,
0.637980977,-500,
0.63761945,-500,
0.628581274,-500,
0.629304328,-500,
0.638342504,-500,
0.638342504,-500,
0.636173342,-500,
0.640511667,-500,
0.639788612,-500,
0.649549843,-500,
0.640873194,-146.3098,
0.645211518,-146.3098,
0.641596248,-146.3098,
0.638704031,-146.3098,
0.633642653,-146.3098,
0.630027382,-146.3098,
0.623519895,-146.3098,
0.616289354,-146.3098,
0.610866448,-146.3098,
0.622796841,-146.3098,
0.646657626,-146.3098,
0.675941317,-146.3098,
0.713901655,-146.3098,
0.742100763,-146.3098,
0.768130709,-146.3098,
0.785122478,-146.3098,
0.800668139,-146.3098,
0.808621733,-146.3098,
0.815490747,-146.3098,
0.808621733,-146.3098,
0.810067841,-146.3098,
0.803921882,-146.3098,
0.806452571,-124.5498,
0.804283409,-102.7898,
0.797775923,-81.0298,
0.796691342,-59.2698,
0.782230262,-37.5098,
0.785845532,-20,
0.780422627,-20,
0.778614992,-20,
0.782953316,-11.2165,
0.807898679,-0.5875,
0.819467543,-0.4275,
0.84875123,-0.4,
0.86791216,-0.4,
0.87152743,-0.3867,
0.887796144,-0.3547,
0.892134468,-0.3227,
0.885626982,-0.2907,
0.892134468,-0.2587,
0.917441356,-0.2267,
1.073620997,-0.22,
1.326328289,-0.217,
1.592412015,-0.2095,
1.872595214,-0.2051,
2.129640637,-0.1976,
2.408016053,-0.1946,
2.682414596,-0.1916,
2.957174581,-0.1871,
3.213135119,-0.1827,
3.48970256,-0.1782,
3.774223474,-0.1737,
4.028376119,-0.1692,
4.285059356,-0.1647,
4.51607419,-0.1603,
4.75395793,-0.1558,
4.941589574,-0.1498,
5.154166402,-0.1453,
5.312152876,-0.1409,
5.435432912,-0.1349,
5.584019668,-0.1289,
5.696453905,-0.1259,
5.80346525,-0.1229,
5.913368773,-0.1185,
5.976635594,-0.1095,
6.063763034,-0.108,
6.119799348,-0.1035,
6.175474131,-0.099,
6.231510434,-0.0946,
6.248863611,-0.0901,
6.292969599,-0.0856,
6.31249192,-0.0811,
6.337075583,-0.0766,
6.343583023,-0.0722,
6.338521681,-0.0677,
6.354067232,-0.0617,
6.329122045,-0.0572,
6.337798632,-0.0527,
6.32297613,-0.0483,
6.314661067,-0.0438,
6.303092284,-0.0399,
6.266216787,-0.0393,
6.219580125,-0.0386,
6.078947068,-0.0378,
5.872516479,-0.0371,
5.633910104,-0.0365,
5.33529048,-0.0358,
5.021486655,-0.0352,
4.708044205,-0.0346,
4.405808903,-0.0339,
4.118757551,-0.0333,
3.854120687,-0.0324,
3.609729184,-0.0318,
3.380521699,-0.0312,
3.191082025,-0.0305,
3.017910987,-0.0299,
2.880531015,-0.0292,
2.756165969,-0.0286,
2.649154171,-0.028,
2.561664786,-0.0271,
2.484298133,-0.0265,
2.419946426,-0.0258,
2.370778827,-0.0252,
2.337156864,-0.0245,
2.306427112,-0.0239,
2.274612779,-0.0233,
2.244606078,-0.0226,
2.220383801,-0.0218,
2.18603878,-0.0211,
2.167962452,-0.0205,
2.139401854,-0.0198,
2.121325526,-0.0192,
2.106864463,-0.0186,
2.091680347,-0.0179,
2.066373486,-0.0173,
2.051550895,-0.0164,
2.032751512,-0.0158,
2.015759762,-0.0152,
2.006721596,-0.0145,
2.003829384,-0.0139,
1.991899005,-0.0132,
1.9796071,-0.0126,
1.961169242,-0.012,
1.971291988,-0.0111,
1.950323443,-0.0105,
1.938754591,-0.01,
1.927547265,-0.0098,
1.911640093,-0.0097,
1.882356434,-0.0096,
1.858134148,-0.0095,
1.840419341,-0.0093,
1.815835527,-0.0092,
1.783298126,-0.009,
1.750037669,-0.0089,
1.715331105,-0.0088,
1.685685914,-0.0086,
1.653871562,-0.0085,
1.618441941,-0.0084,
1.590965908,-0.0083,
1.567828195,-0.0081,
1.553728651,-0.008,
1.524444983,-0.0078,
1.528421777,-0.0077,
1.503837956,-0.0076,
1.494799786,-0.0074,
1.481061768,-0.0073,
1.461900848,-0.0072,
1.44924741,-0.007,
1.442016874,-0.0069,
1.429001909,-0.0068,
1.413094729,-0.0066,
1.398995183,-0.0065,
1.387064798,-0.0064,
1.36971151,-0.0063,
1.353804329,-0.0061,
1.336812568,-0.006,
1.331389665,-0.0058,
1.316928591,-0.0057,
1.296683088,-0.0056,
1.30102141,-0.0054,
1.294513927,-0.0053,
1.291260185,-0.0052,
1.295598507,-0.0051,
1.30102141,-0.0049,
1.291260185,-0.0048,
1.288006443,-0.0046,
1.277883691,-0.0045,
1.262338036,-0.0044,
1.243177112,-0.0042,
1.233777413,-0.0041,
1.19943236,-0.004,
1.19473251,-0.0038,
1.173040897,-0.0037,
1.162918144,-0.0036,
1.160025929,-0.0034,
1.151349283,-0.0033,
1.145564853,-0.0032,
1.137972788,-0.0031,
1.136888207,-0.0029,
1.137611261,-0.0028,
1.149180122,-0.0026,
1.145564853,-0.0025,
1.149180122,-0.0024,
1.12025797,-0.0022,
1.13074225,-0.0021,
1.10615842,-0.002,
1.111942851,-0.0019,
1.107243001,-0.0017,
1.099289409,-0.0016,
1.093143451,-0.0014,
1.092781924,-0.0013,
1.084466805,-0.0012,
1.088805128,-0.001,
1.094951086,-0.0009,
1.092781924,-0.0008,
1.094589559,-0.0006,
1.082297643,-0.0005,
1.091335816,-0.0004,
1.095312613,-0.0002,
1.097481774,-0.0001,
1.094951086,0,
1.088805128,0,
1.080490009,0,
1.082297643,0,
1.07325947,0,
1.071813363,0,
1.058436866,0,
1.057352286,0,
1.046506478,0,
1.032406927,0,
1.021922646,0,
1.013246,0,
1.013246,0,
1.008184622,0,
1.006738515,0,
1.007823095,0,
1.005653934,0,
1.009992257,0,
1.012161419,0,
1.007823095,0,
1.009269203,0,
1.003123245,0,
1.012884473,0,
1.002761718,0,
1.007100042,0,
0.993723545,0,
0.994085072,0,
0.983239263,0,
0.976370251,0,
0.959016957,0,
0.965162915,0,
0.948532675,-0.0151,
0.955401688,-0.0603,
0.94564046,-1.8692,
0.954317107,-8.1,
0.940217555,-8.1,
0.937686866,-8.1,
0.939856028,-361.7902,
0.883096294,-361.7902,
0.92177968,-376.2969,
0.899726535,-398.0569,
0.878396443,-419.8169,
0.844774433,-441.5769,
0.819467543,-470,
0.777891938,-470,
0.742100763,-470,
0.707755696,-470,
0.681364222,-470,
0.659311073,-470,
0.656418857,-470,
0.636173342,-470,
0.639788612,-470,
0.630027382,-470,
0.619904625,-470,
0.63400418,-470,
0.641957775,-470,
0.650634424,-470,
0.65352664,-470,
0.64991137,-470,
0.643403883,-480.88,
0.639427085,-500,
0.641596248,-500,
0.641596248,-500,
0.645573045,-500,
0.644126937,-500,
0.637257923,-500,
0.641596248,-500,
0.62532753,-500,
0.63761945,-500,
0.630388909,-500,
0.644126937,-500,
0.625689057,-500,
0.635811815,-500,
0.634365707,-500,
0.64015014,-500,
0.644488464,-500,
0.638704031,-500,
0.63761945,-500,
0.637257923,-500,
0.639788612,-500,
0.637980977,-500,
0.636173342,-500,
0.62785822,-500,
0.626773639,-500,
0.623881422,-500,
0.630027382,-500,
0.610143394,-500,
0.633281126,-500,
0.619543098,-500,
0.628942801,-500,
0.62532753,-500,
0.635811815,-500,
0.639788612,-500,
0.648465262,-500,
0.647742208,-500,
0.666541614,-500,
0.661480235,-500,
0.665457033,-500,
0.666903141,-500,
0.658949546,-500,
0.667987722,-500,
0.647742208,-500,
0.643403883,-500,
0.626773639,-500,
0.628219747,-500,
0.614120192,-500,
0.622435314,-500,
0.616289354,-500,
0.628219747,-500,
0.628219747,-500,
0.637257923,-500,
0.633281126,-500,
0.642680829,-500,
0.639427085,-500,
0.648103735,-500,
0.635450288,-500,
0.641596248,-500,
0.646657626,-500,
0.638342504,-500,
0.644849991,-500,
0.627135166,-500,
0.634727234,-500,
0.619904625,-500,
0.626773639,-500,
0.626412112,-500,
0.635450288,-500,
0.632919599,-500,
0.645211518,-500,
0.644126937,-500,
0.653165113,-500,
0.645211518,-500,
0.654972748,-500,
0.655334275,-500,
0.657503438,-500,
0.650272897,-500,
0.64738068,-500,
0.641957775,-500,
0.632919599,-500,
0.632196544,-500,
0.623881422,-500,
0.634727234,-500,
0.620989206,-500,
0.62785822,-500,
0.630027382,-500,
0.636173342,-500,
0.629665855,-500,
0.637257923,-500,
0.630388909,-500,
0.636534869,-500,
0.631835017,-500,
0.640511667,-500,
0.646657626,-500,
0.644849991,-500,
0.641234721,-500,
0.645934572,-500,
0.640511667,-500,
0.634365707,-500,
0.636173342,-500,
0.637257923,-500,
0.636173342,-500,
0.631835017,-500,
0.637980977,-500,
0.64015014,-500,
0.648465262,-500,
0.641596248,-500,
0.650634424,-500,
0.640873194,-500,
0.653165113,-500,
0.64376541,-500,
0.660757181,-500,
0.654972748,-500,
0.650634424,-500,
0.650634424,-500,
0.645211518,-500,
0.641596248,-500,
0.627496693,-500,
0.632558071,-500,
0.616289354,-500,
0.614843246,-500,
0.615927827,-500,
0.620266152,-500,
0.610143394,-500,
0.624604476,-500,
0.625689057,-500,
0.641596248,-500,
0.643042356,-500,
0.645934572,-500,
0.652803586,-500,
0.648103735,-500,
0.642680829,-500,
0.646296099,-500,
0.642680829,-500,
0.63147349,-500,
0.639427085,-500,
0.640511667,-500,
0.629304328,-500,
0.628219747,-500,
0.632558071,-500,
0.632558071,-500,
0.62785822,-500,
0.636534869,-500,
0.649549843,-500,
0.644126937,-500,
0.652803586,-500,
0.651719005,-500,
0.650634424,-500,
0.642680829,-500,
0.641596248,-500,
0.642680829,-500,
0.637980977,-500,
0.629304328,-500,
0.633281126,-500,
0.63147349,-500,
0.623519895,-500,
0.618096989,-500,
0.620627679,-500,
0.62171226,-500,
0.61918157,-500,
0.626773639,-500,
0.613758665,-500,
0.634727234,-500,
0.624604476,-500,
0.639427085,-500,
0.634365707,-500,
0.637980977,-500,
0.636896396,-500,
0.635450288,-500,
0.656780384,-500,
0.646296099,-500,
0.650272897,-500,
0.644126937,-500,
0.643042356,-500,
0.636896396,-500,
0.63147349,-500,
0.633281126,-500,
0.632558071,-500,
0.629665855,-500,
0.647019153,-500,
0.631111963,-500,
0.644849991,-500,
0.643403883,-500,
0.661118708,-500,
0.651719005,-500,
0.659311073,-500,
0.660034127,-500,
0.661841762,-500,
0.661841762,-500,
0.6596726,-500,
0.647742208,-500,
0.64738068,-500,
0.63761945,-500,
0.630750436,-500,
0.626773639,-500,
0.618820043,-500,
0.6155663,-500,
0.610143394,-500,
0.622796841,-500,
0.622073787,-500,
0.635811815,-500,
0.639065558,-500,
0.653165113,-500,
0.644849991,-500,
0.641234721,-500,
0.638342504,-500,
0.645211518,-500,
0.64015014,-500,
0.640511667,-500,
0.645573045,-500,
0.634365707,-500,
0.631111963,-500,
0.635811815,-500,
0.635811815,-500,
0.628942801,-500,
0.635088761,-500,
0.632196544,-500,
