Power,Untitled 1
0.677748952,-500
0.669072303,-500
0.673049101,-500
0.671241465,-500
0.690402398,-500
0.684256439,-500
0.682810331,-500
0.682087277,-500
0.679556587,-500
0.671241465,-500
0.684256439,-500
0.716793872,-500
0.726916628,-500
0.749692831,-500
0.763430857,-500
0.775361249,-500
0.791991491,-500
0.811513949,-500
0.814406166,-500
0.813683112,-500
0.821275178,-500
0.840797636,-27.24
0.825975029,-27.24
0.833205569,-27.24
0.814406166,-27.24
0.813683112,-27.24
0.803921882,-27.24
0.814406166,-27.24
0.833205569,-27.24
0.822721286,-27.24
0.824167394,-27.24
0.836820839,-27.24
0.820190597,-27.24
0.825251975,-27.24
0.832482515,-27.24
0.832482515,-27.24
0.840074582,-27.24
0.842605271,-27.24
0.851643446,-27.24
0.859958567,-27.24
0.870804376,-27.24
0.867189106,-27.24
0.869719795,-27.24
0.859235513,-27.24
0.865742998,-27.24
0.855620243,-27.24
0.855620243,-27.24
0.847305122,-27.24
0.845497487,-27.24
0.850558865,-27.24
0.851281919,-27.24
0.836097785,-27.24
0.854535662,-27.24
0.850558865,-27.24
0.847305122,-27.24
0.848389703,-27.24
0.854897189,-27.24
0.855258716,-27.24
0.857066351,-27.24
0.853451081,-27.24
0.850920392,-27.24
0.850558865,-27.24
0.848389703,-27.24
0.852728027,-27.24
0.840436109,-27.24
0.844412906,-27.24
0.835374731,-27.24
0.84513596,-27.24
0.828144191,-27.24
0.83790542,-27.24
0.833567096,-27.24
0.839713055,-27.24
0.84152069,-27.24
0.857066351,-27.24
0.85959704,-27.24
0.853089554,-27.24
0.853089554,-27.24
0.858512459,-27.24
0.855620243,-22.344
0.867189106,0
0.868996741,0
0.859958567,0
0.862127729,0
0.862850783,0
0.8523665,0
0.859958567,0
0.861043148,0
0.855620243,0
0.845497487,0
0.839713055,0
0.858150932,0
0.858873986,0
0.861766202,0
0.86321231,0
0.859958567,0
0.857789405,0
0.877673389,0
0.873335065,0
0.870804376,0
0.872612011,0
0.867189106,0
0.881650186,0
0.885988509,0
0.889965306,0
0.877311862,0
0.891049887,0
0.899003481,0
0.894665157,0
0.910210817,0
0.919610518,0
0.920333572,0
0.930817854,0
0.931540908,0
0.942386717,0
0.940940609,0
0.935156178,0
0.923587315,0
0.939132974,0
0.94202519,0
0.949617256,0
0.942386717,0
0.931902435,0
0.936240759,0
0.924671896,0
0.924671896,0
0.923225788,0
0.920333572,0
0.919248991,0
0.924310369,0
0.927925638,0
0.934433124,0
0.928287165,0
0.936963813,0
0.709563331,0
0.953594053,0
0.944917406,0
0.958293903,0
0.943471298,0
0.94564046,0
0.932625489,0
0.936240759,0
0.931179381,0
0.928287165,0
0.922502734,0
0.919610518,0
0.922502734,0
0.924310369,0
0.923225788,0
0.925756477,0
0.934071597,0
0.924671896,0
0.947809621,0
0.944194352,0
0.934071597,0
0.937686866,0
0.939494501,0
0.926118004,0
0.939132974,0
0.936240759,0
0.922502734,0
0.922864261,0
0.923587315,0
0.912018452,0
0.921056626,0
0.914910667,0
0.912018452,0
0.92177968,0
0.91816441,0
0.936602286,0
0.943471298,0
0.939494501,0
0.944194352,0
0.943471298,0
0.940579082,0
0.942386717,0
0.93840992,0
0.94202519,0
0.928648692,0
0.932263962,0
0.919972045,0
0.926118004,0
0.91816441,0
0.923225788,0
0.922502734,0
0.91816441,0
0.926841057,0
0.929010219,0
0.936240759,0
0.929010219,0
0.931902435,0
0.9300948,0
0.928648692,0
0.931902435,0
0.938771447,0
0.93371007,0
0.927202584,0
0.925756477,0
0.919248991,0
0.905872493,0
0.912379979,0
0.928287165,0
0.92647953,0
0.92647953,0
0.934071597,0
0.927925638,0
0.942748244,0
0.93840992,0
0.948532675,0
0.93840992,0
0.948532675,0
0.95395558,0
0.92539495,0
0.941663663,0
0.935879232,0
0.936602286,0
0.934071597,0
0.931902435,0
0.927564111,0
0.923225788,0
0.918525937,0
0.92177968,0
0.914910667,0
0.9300948,0
0.930817854,0
0.941302136,0
0.94202519,0
0.948894202,0
0.952509472,0
0.961547646,0
0.956124741,0
0.944917406,0
0.948171148,0
0.943471298,0
0.936963813,0
0.932263962,0
0.927925638,0
0.92647953,0
0.919248991,0
0.911656925,0
0.908764709,0
0.911295398,0
0.927564111,0
0.927202584,0
0.937325339,0
0.939132974,0
0.939494501,0
0.939856028,0
0.939494501,0
0.939856028,0
0.934433124,0
0.937325339,0
0.931179381,0
0.931902435,0
0.925756477,0
0.921418153,0
0.919972045,0
0.913103033,0
0.903341804,0
0.894665157,0
0.883819348,0
0.888157671,0
0.880204078,0.5547
0.89068836,1.2203
0.88237324,2.1077
0.893219049,2.7733
0.889242252,3.4389
0.897195846,4.1045
0.896472792,4.7701
0.906595547,5.4357
0.904064858,6.1013
0.901895696,6.7669
0.897195846,7.6544
0.901895696,8.32
0.893580576,8.9856
0.90623402,9.6512
0.896111265,10.3168
0.904064858,10.9824
0.908041655,11.648
0.896834319,12.3136
0.909487763,13.2011
0.916718302,13.8667
0.913826087,14.5323
0.915995248,15.1979
0.917441356,15.8635
0.914549141,16.5291
0.914910667,17.1947
0.911295398,17.8603
0.901534169,18.7477
0.889603779,19.4133
0.888519198,20.0789
0.885626982,20.7445
0.888880725,21.4101
0.866466052,22.0757
0.865742998,22.7413
0.858873986,23
0.845497487,19
0.866827579,19
0.864658418,-453.76
0.868273687,-453.76
0.864296891,-470.08
0.861766202,-491.84
0.876588808,-500
0.883096294,-500
0.8751427,-500
0.868273687,-500
0.846943595,-500
0.857789405,-500
0.805729517,-500
0.781507208,-500
0.749331304,-500
0.721132196,-500
0.712817074,-500
0.713178601,-500
0.710647912,-500
0.710286385,-500
0.705948061,-500
0.707032642,-500
0.702332791,-500
0.710286385,-500
0.707394169,-500
0.70847875,-500
0.707755696,-500
0.704140426,-500
0.713178601,-500
0.706671115,-500
0.705948061,-500
0.687148655,-500
0.681364222,-500
0.681002695,-500
0.68172575,-500
0.673772155,-500
0.66943383,-500
0.677748952,-500
0.670879938,-500
0.683533385,-500
0.694017669,-500
0.703055845,-500
0.693294615,-500
0.690040871,-500
0.68895629,-500
0.694379196,-500
0.697994466,-500
0.69510225,-500
0.684617966,-500
0.681002695,-500
0.68534102,-500
0.690040871,-500
0.686425601,-500
0.680279641,-500
0.665095506,-500
0.670879938,-500
0.669795357,-500
0.697994466,-500
0.687510182,-500
0.690040871,-500
0.68895629,-143.93
0.689679344,-143.93
0.692571561,-143.93
0.692571561,-143.93
0.693294615,-143.93
0.691848507,-143.93
0.69148698,-143.93
0.687148655,-143.93
0.686064074,-143.93
0.684617966,-143.93
0.690040871,-143.93
0.712455547,-143.93
0.735954804,-143.93
0.751500466,-143.93
0.397565467,-143.93
0.795968288,-143.93
0.826336556,-143.93
0.814406166,-143.93
0.840797636,-143.93
0.844412906,-143.93
0.861404675,-143.93
0.864296891,-143.93
0.867550633,-143.93
0.869358268,-138.4903
0.87875797,-116.7317
0.879481024,-94.9731
0.872250484,-73.2145
0.861766202,-44.203
0.864296891,-22.4444
0.851643446,-1.3499
0.861404675,-0.6309
0.889603779,-0.6063
0.900088062,-0.5816
0.91346456,-0.557
0.906957074,-0.5324
0.926841057,-0.5078
0.936963813,-0.475
0.943109771,-0.4504
0.944555879,-0.4258
0.949255729,-0.4011
0.951424891,-0.3898
0.954678634,-0.3791
0.947809621,-0.3684
0.960463065,-0.3577
0.948171148,-0.3434
0.946001987,-0.3327
0.933348543,-0.322
0.927564111,-0.3113
0.931902435,-0.3006
0.92539495,-0.2899
0.935879232,-0.2792
0.934071597,-0.2685
0.941302136,-0.2542
0.951786418,-0.2435
0.967693604,-0.2328
0.969862766,-0.2221
0.979985521,-0.2164
0.980708574,-0.2119
0.976008724,-0.2074
0.981793155,-0.203
1.006015461,-0.197
1.033853035,-0.1925
1.091697343,-0.188
1.167256467,-0.1835
1.303190571,-0.1791
1.438040079,-0.1746
1.622780262,-0.1701
1.819450794,-0.1656
2.022267241,-0.1597
2.226891279,-0.1552
2.467306391,-0.1507
2.740620337,-0.1462
2.99658094,-0.1417
3.266640984,-0.1373
3.538508569,-0.1328
3.793384345,-0.1283
4.06055191,-0.1223
4.341818876,-0.1178
4.59452522,-0.1134
4.829516729,-0.1089
5.059446804,-0.1044
5.270215967,-0.0999
5.469054736,-0.0954
5.67150869,-0.0895
5.824433686,-0.085
5.966512903,-0.0805
6.099915495,-0.076
6.207288291,-0.0715
6.339967779,-0.0671
6.410826566,-0.0626
6.499038514,-0.0581
6.556520882,-0.0536
6.615449341,-0.0477
6.676546939,-0.0432
6.725352708,-0.0398
6.751020925,-0.0392
6.700046014,-0.0385
6.562666795,-0.0379
6.329122045,-0.0373
6.014595684,-0.0366
5.661024469,-0.0358
5.299499499,-0.0351
4.930382291,-0.0345
4.580064201,-0.0338
4.265175446,-0.0332
3.992223543,-0.0326
3.747109033,-0.0319
3.517178536,-0.0313
3.327738894,-0.0304
3.148783466,-0.0298
3.016826408,-0.0291
2.893545961,-0.0285
2.784003495,-0.0279
2.685668333,-0.0272
2.585887055,-0.0266
2.522258408,-0.0257
2.453568386,-0.0251
2.393193468,-0.0245
2.326672596,-0.0238
2.281481783,-0.0232
2.238098601,-0.0225
2.200861368,-0.0219
2.166154819,-0.0213
2.140486434,-0.0206
2.10397225,-0.0198
2.086257448,-0.0191
2.047574103,-0.0185
2.035643725,-0.0178
2.02769014,-0.0172
2.011059916,-0.0166
2.002383277,-0.0157
1.984668473,-0.0151
1.987199159,-0.0144
1.9796071,-0.0138
1.973822674,-0.0131
1.955384816,-0.0125
1.941285278,-0.0119
1.921762839,-0.0112
1.915978413,-0.0106
1.900432767,-0.01
1.879825748,-0.0098
1.875125901,-0.0097
1.877295061,-0.0096
1.847649875,-0.0094
1.826319801,-0.0093
1.79486698,-0.0092
1.765944844,-0.0091
1.731961334,-0.0089
1.709908205,-0.0088
1.678816906,-0.0086
1.651340875,-0.0085
1.623141789,-0.0084
1.596388809,-0.0082
1.56059766,-0.0081
1.552644071,-0.008
1.508537804,-0.0078
1.491907572,-0.0077
1.257638187,-0.0076
1.44129382,-0.0074
1.42538664,-0.0073
1.400079763,-0.0072
1.381641895,-0.007
1.359227232,-0.0069
1.357781124,-0.0068
1.336812568,-0.0066
1.337174095,-0.0065
1.327051343,-0.0064
1.326689816,-0.0062
1.308613474,-0.0061
1.301744464,-0.006
1.285475755,-0.0059
1.283668121,-0.0057
1.262699563,-0.0056
1.267760939,-0.0054
1.253661391,-0.0053
1.252215284,-0.0052
1.237392682,-0.005
1.225823822,-0.0049
1.217870231,-0.0048
1.221123973,-0.0047
1.209193586,-0.0045
1.21570107,-0.0044
1.205939844,-0.0042
1.207747478,-0.0041
1.192563349,-0.004
1.21100122,-0.0038
1.204132209,-0.0037
1.194009457,-0.0035
1.199070833,-0.0034
1.182802123,-0.0033
1.188586553,-0.0032
1.182802123,-0.003
1.186055865,-0.0029
1.177017693,-0.0028
1.173040897,-0.0027
1.16111051,-0.0025
1.169787155,-0.0024
1.156772187,-0.0022
1.158579821,-0.0021
1.143034165,-0.002
1.156049133,-0.0018
1.141949584,-0.0017
1.153518445,-0.0016
1.152795391,-0.0015
1.150626229,-0.0013
1.142311111,-0.0012
1.141949584,-0.001
1.144841799,-0.0009
1.150264703,-0.0008
1.155687606,-0.0006
1.149180122,-0.0005
1.150626229,-0.0004
1.136165153,-0.0002
