Power,Untitled 1
0.683894912,-27.4
0.679556587,-27.4
0.687510182,-27.4
0.678833533,-27.4
0.680641168,-27.4
0.676664371,-27.4
0.670518411,-27.4
0.666180087,-27.4
0.658949546,-27.4
0.652080532,-27.4
0.656780384,-27.4
0.667626195,-27.4
0.66328787,-27.4
0.658949546,-27.4
0.673410628,-27.4
0.677387425,-27.4
0.674133682,-27.4
0.674856736,-27.4
0.662203289,-27.4
0.667264668,-27.4
0.663649398,-27.4
0.682448804,-27.4
0.667987722,-27.4
0.677748952,-27.4
0.673410628,-27.4
0.665095506,-27.4
0.656780384,-27.4
0.656418857,-27.4
0.663649398,-27.4
0.649188316,-27.4
0.652080532,-27.4
0.667987722,-27.4
0.668710776,-27.4
0.677748952,-27.4
0.676302844,-27.4
0.669072303,-27.4
0.678110479,-27.4
0.674856736,-27.4
0.68172575,-27.4
0.683171858,-27.4
0.683533385,-27.4
0.677748952,-27.4
0.690763925,-27.4
0.67919506,-27.4
0.681364222,-27.4
0.663649398,-27.4
0.674856736,-27.4
0.667626195,-27.4
0.673049101,-27.4
0.656780384,-27.4
0.672687574,-27.4
0.664010925,-27.4
0.671964519,-27.4
0.670518411,-27.4
0.676302844,-27.4
0.684256439,-27.4
0.682448804,-27.4
0.679918114,-27.4
0.678110479,-27.4
0.680641168,-27.4
0.660395654,-27.4
0.672687574,-27.4
0.669072303,-27.4
0.661841762,-27.4
0.650995951,-27.4
0.665095506,-27.4
0.64015014,-27.4
0.657864965,-27.4
0.657503438,-27.4
0.667264668,-27.4
0.668710776,-27.4
0.671241465,-27.4
0.671602992,-27.4
0.678833533,-27.4
0.684979493,-27.4
0.683894912,-27.4
0.677748952,-27.4
0.67557979,-27.4
0.677748952,-27.4
0.682087277,-27.4
0.670879938,-27.4
0.667264668,-27.4
0.667264668,-27.4
0.664010925,-27.4
0.665095506,-27.4
0.646657626,-27.4
0.668710776,-27.4
0.66581856,-27.4
0.666180087,-27.4
0.673410628,-27.4
0.68895629,-27.4
0.684256439,-27.4
0.689679344,-27.4
0.681002695,-27.4
0.682448804,-27.4
0.679556587,-27.4
0.68172575,-27.4
0.677387425,-27.4
0.676302844,-27.4
0.670518411,-27.4
0.662926343,-27.4
0.662926343,-27.4
0.651719005,-27.4
0.660757181,-27.4
0.638704031,-500
0.64738068,-500
0.648465262,-27.44
0.661480235,-27.44
0.66328787,-27.44
0.669072303,-27.44
0.66328787,-27.44
0.676664371,-27.44
0.664733979,-27.44
0.677387425,-27.44
0.673410628,-27.44
0.673772155,-27.44
0.670156884,-27.44
0.684256439,-27.44
0.677025898,-27.44
0.695825304,-27.44
0.722578304,-27.44
0.732701061,-27.44
0.758369479,-12.9333
0.77283056,0
0.785122478,0
0.799945085,0
0.818744489,0
0.82344434,0
0.833567096,0
0.836820839,0
0.846943595,0
0.845859014,0
0.857427878,0
0.854174135,0
0.853812608,0
0.851281919,0
0.857066351,0
0.846582068,0
0.843328325,0
0.82705961,0
0.840436109,0
0.831397934,0
0.840797636,0
0.843328325,0
0.856343297,0
0.870804376,0
0.880927132,0
0.899365008,0
0.897557373,0
0.921418153,0
0.91816441,0
0.936240759,0
0.929733273,0
0.942386717,0
0.935879232,0
0.947809621,0
0.929010219,0
0.931540908,0
0.927202584,0
0.931540908,0
0.922864261,0
0.92647953,0
0.923225788,0
0.932987016,0
0.94202519,0
0.956124741,0
0.961186119,0
0.956124741,0
0.955040161,0
0.947809621,0
0.952870999,0
0.951063364,0
0.948894202,0
0.947448094,0
0.943832825,0
0.930817854,0
0.935879232,0
0.926118004,0
0.930456327,0
0.917079829,0
0.923948842,0
0.926841057,0
0.941302136,0
0.943832825,0
0.949617256,0
0.944555879,0
0.94564046,0
0.935156178,0
0.952509472,0
0.91346456,0
0.939132974,0
0.939132974,0
0.92647953,0
0.934794651,0
0.9300948,0
0.939494501,0
0.909126236,0
0.92647953,0
0.918887464,0
0.939132974,0
0.932987016,0
